
  437.9193  0.580 23.00    2424.780  4.5 (5D)4s a6D   25253.430  5.5 (5D)4p y6F  8.05 -6.19 -7.86MFW  0 0 51-1.667 51-0.001 -193    0F3 -3z0    1556 1410     0
  437.9193  0.580 23.00    2424.780  4.5 (5D)4s a6D   25253.430  5.5 (5D)4p y6F  8.05 -6.19 -7.86MFW  0 0 51-1.190 51-0.001 -193    0F3 -4z0    1556 1410     0
  437.9203  0.580 23.00    2424.780  4.5 (5D)4s a6D   25253.430  5.5 (5D)4p y6F  8.05 -6.19 -7.86MFW  0 0 51-2.671 51-0.001 -139    0F4 -3z0    1556 1410     0
  437.9203  0.580 23.00    2424.780  4.5 (5D)4s a6D   25253.430  5.5 (5D)4p y6F  8.05 -6.19 -7.86MFW  0 0 51-1.571 51-0.001 -139    0F4 -4z0    1556 1410     0
  437.9203  0.580 23.00    2424.780  4.5 (5D)4s a6D   25253.430  5.5 (5D)4p y6F  8.05 -6.19 -7.86MFW  0 0 51-1.078 51-0.001 -139    0F4 -5z0    1556 1410     0
  437.9216  0.580 23.00    2424.780  4.5 (5D)4s a6D   25253.430  5.5 (5D)4p y6F  8.05 -6.19 -7.86MFW  0 0 51-2.643 51-0.001  -71    0F5 -4z0    1556 1410     0
  437.9216  0.580 23.00    2424.780  4.5 (5D)4s a6D   25253.430  5.5 (5D)4p y6F  8.05 -6.19 -7.86MFW  0 0 51-1.535 51-0.001  -71    0F5 -5z0    1556 1410     0
  437.9216  0.580 23.00    2424.780  4.5 (5D)4s a6D   25253.430  5.5 (5D)4p y6F  8.05 -6.19 -7.86MFW  0 0 51-0.974 51-0.001  -71    0F5 -6z0    1556 1410     0
  437.9232  0.580 23.00    2424.780  4.5 (5D)4s a6D   25253.430  5.5 (5D)4p y6F  8.05 -6.19 -7.86MFW  0 0 51-2.723 51-0.001   10    0F6 -5z0    1556 1410     0
  437.9232  0.580 23.00    2424.780  4.5 (5D)4s a6D   25253.430  5.5 (5D)4p y6F  8.05 -6.19 -7.86MFW  0 0 51-1.551 51-0.001   10    0F6 -6z0    1556 1410     0
  437.9232  0.580 23.00    2424.780  4.5 (5D)4s a6D   25253.430  5.5 (5D)4p y6F  8.05 -6.19 -7.86MFW  0 0 51-0.878 51-0.001   10    0F6 -7z0    1556 1410     0
  437.9250  0.580 23.00    2424.780  4.5 (5D)4s a6D   25253.430  5.5 (5D)4p y6F  8.05 -6.19 -7.86MFW  0 0 51-2.915 51-0.001  105    0F7 -6z0    1556 1410     0
  437.9250  0.580 23.00    2424.780  4.5 (5D)4s a6D   25253.430  5.5 (5D)4p y6F  8.05 -6.19 -7.86MFW  0 0 51-1.633 51-0.001  105    0F7 -7z0    1556 1410     0
  437.9250  0.580 23.00    2424.780  4.5 (5D)4s a6D   25253.430  5.5 (5D)4p y6F  8.05 -6.19 -7.86MFW  0 0 51-0.788 51-0.001  105    0F7 -8z0    1556 1410     0
  437.9271  0.580 23.00    2424.780  4.5 (5D)4s a6D   25253.430  5.5 (5D)4p y6F  8.05 -6.19 -7.86MFW  0 0 51-3.304 51-0.001  214    0F8 -7z0    1556 1410     0
  437.9271  0.580 23.00    2424.780  4.5 (5D)4s a6D   25253.430  5.5 (5D)4p y6F  8.05 -6.19 -7.86MFW  0 0 51-1.851 51-0.001  214    0F8 -8z0    1556 1410     0
  437.9271  0.580 23.00    2424.780  4.5 (5D)4s a6D   25253.430  5.5 (5D)4p y6F  8.05 -6.19 -7.86MFW  0 0 51-0.704 51-0.001  214    0F8 -9z0    1556 1410     0


  609.0199 -0.062 23.00    8715.760  3.5 (5D)4s a4D   25131.000  2.5 (5D)4p z4P  7.60 -6.16 -7.85MFW  0 0 51-0.630 51-0.001  -65  -26F7 -6 0    1390 1590     0
  609.0207 -0.062 23.00    8715.760  3.5 (5D)4s a4D   25131.000  2.5 (5D)4p z4P  7.60 -6.16 -7.85MFW  0 0 51-0.771 51-0.001  -28   -8F6 -5 0    1390 1590     0
  609.0213 -0.062 23.00    8715.760  3.5 (5D)4s a4D   25131.000  2.5 (5D)4p z4P  7.60 -6.16 -7.85MFW  0 0 51-0.935 51-0.001    4    7F5 -4 0    1390 1590     0
  609.0213 -0.062 23.00    8715.760  3.5 (5D)4s a4D   25131.000  2.5 (5D)4p z4P  7.60 -6.16 -7.85MFW  0 0 51-1.470 51-0.001  -28  -26F6 -6 0    1390 1590     0
  609.0218 -0.062 23.00    8715.760  3.5 (5D)4s a4D   25131.000  2.5 (5D)4p z4P  7.60 -6.16 -7.85MFW  0 0 51-1.133 51-0.001   31   19F4 -3 0    1390 1590     0
  609.0218 -0.062 23.00    8715.760  3.5 (5D)4s a4D   25131.000  2.5 (5D)4p z4P  7.60 -6.16 -7.85MFW  0 0 51-1.274 51-0.001    4   -8F5 -5 0    1390 1590     0
  609.0223 -0.062 23.00    8715.760  3.5 (5D)4s a4D   25131.000  2.5 (5D)4p z4P  7.60 -6.16 -7.85MFW  0 0 51-1.388 51-0.001   52   28F3 -2 0    1390 1590     0
  609.0223 -0.062 23.00    8715.760  3.5 (5D)4s a4D   25131.000  2.5 (5D)4p z4P  7.60 -6.16 -7.85MFW  0 0 51-1.220 51-0.001   31    7F4 -4 0    1390 1590     0
  609.0225 -0.062 23.00    8715.760  3.5 (5D)4s a4D   25131.000  2.5 (5D)4p z4P  7.60 -6.16 -7.85MFW  0 0 51-2.584 51-0.001    4  -26F5 -6 0    1390 1590     0
  609.0226 -0.062 23.00    8715.760  3.5 (5D)4s a4D   25131.000  2.5 (5D)4p z4P  7.60 -6.16 -7.85MFW  0 0 51-1.242 51-0.001   52   19F3 -3 0    1390 1590     0
  609.0227 -0.062 23.00    8715.760  3.5 (5D)4s a4D   25131.000  2.5 (5D)4p z4P  7.60 -6.16 -7.85MFW  0 0 51-1.776 51-0.001   68   34F2 -1 0    1390 1590     0
  609.0228 -0.062 23.00    8715.760  3.5 (5D)4s a4D   25131.000  2.5 (5D)4p z4P  7.60 -6.16 -7.85MFW  0 0 51-2.174 51-0.001   31   -8F4 -5 0    1390 1590     0
  609.0229 -0.062 23.00    8715.760  3.5 (5D)4s a4D   25131.000  2.5 (5D)4p z4P  7.60 -6.16 -7.85MFW  0 0 51-1.333 51-0.001   68   28F2 -2 0    1390 1590     0
  609.0231 -0.062 23.00    8715.760  3.5 (5D)4s a4D   25131.000  2.5 (5D)4p z4P  7.60 -6.16 -7.85MFW  0 0 51-1.521 51-0.001   79   34F1 -1 0    1390 1590     0
  609.0231 -0.062 23.00    8715.760  3.5 (5D)4s a4D   25131.000  2.5 (5D)4p z4P  7.60 -6.16 -7.85MFW  0 0 51-1.952 51-0.001   52    7F3 -4 0    1390 1590     0
  609.0232 -0.062 23.00    8715.760  3.5 (5D)4s a4D   25131.000  2.5 (5D)4p z4P  7.60 -6.16 -7.85MFW  0 0 51-1.827 51-0.001   68   19F2 -3 0    1390 1590     0
  609.0233 -0.062 23.00    8715.760  3.5 (5D)4s a4D   25131.000  2.5 (5D)4p z4P  7.60 -6.16 -7.85MFW  0 0 51-1.806 51-0.001   84   34F0 -1 0    1390 1590     0
  609.0233 -0.062 23.00    8715.760  3.5 (5D)4s a4D   25131.000  2.5 (5D)4p z4P  7.60 -6.16 -7.85MFW  0 0 51-1.776 51-0.001   79   28F1 -2 0    1390 1590     0

