  115.9969 -1.689 21.01    4987.790  4.0 3d2 3F       91197.000  5.0 3d6f 1H     8.49 -3.49 -7.28K88  0 0 45-3.151 45 0.000   18    0F7 -6z0    1251 1011     0
  115.9969 -1.689 21.01    4987.790  4.0 3d2 3F       91197.000  5.0 3d6f 1H     8.49 -3.49 -7.28K88  0 0 45-1.770 45 0.000   18    0F7 -7z0    1251 1011     0
  115.9969 -1.689 21.01    4987.790  4.0 3d2 3F       91197.000  5.0 3d6f 1H     8.49 -3.49 -7.28K88  0 0 45-0.689 45 0.000   18    0F7 -8z0    1251 1011     0
  116.0094 -1.074 21.01    4883.570  3.0 3d2 3F       91083.400  3.0 3d6f 1F     8.38 -3.60 -7.28K88  0 0 45-2.049 45 0.000  -51    0F0 -0z0    1083 1013     0
  116.0094 -1.074 21.01    4883.570  3.0 3d2 3F       91083.400  3.0 3d6f 1F     8.38 -3.60 -7.28K88  0 0 45-1.572 45 0.000  -51    0F0 -1z0    1083 1013     0
  116.0094 -1.074 21.01    4883.570  3.0 3d2 3F       91083.400  3.0 3d6f 1F     8.38 -3.60 -7.28K88  0 0 45-1.572 45 0.000  -46    0F1 -0z0    1083 1013     0
  116.0094 -1.074 21.01    4883.570  3.0 3d2 3F       91083.400  3.0 3d6f 1F     8.38 -3.60 -7.28K88  0 0 45-1.350 45 0.000  -46    0F1 -2z0    1083 1013     0
  116.0095 -1.074 21.01    4883.570  3.0 3d2 3F       91083.400  3.0 3d6f 1F     8.38 -3.60 -7.28K88  0 0 45-1.350 45 0.000  -36    0F2 -1z0    1083 1013     0
  116.0095 -1.074 21.01    4883.570  3.0 3d2 3F       91083.400  3.0 3d6f 1F     8.38 -3.60 -7.28K88  0 0 45-2.195 45 0.000  -36    0F2 -2z0    1083 1013     0
  116.0095 -1.074 21.01    4883.570  3.0 3d2 3F       91083.400  3.0 3d6f 1F     8.38 -3.60 -7.28K88  0 0 45-1.251 45 0.000  -36    0F2 -3z0    1083 1013     0
  116.0095 -1.074 21.01    4883.570  3.0 3d2 3F       91083.400  3.0 3d6f 1F     8.38 -3.60 -7.28K88  0 0 45-1.251 45 0.000  -23    0F3 -2z0    1083 1013     0
  116.0095 -1.074 21.01    4883.570  3.0 3d2 3F       91083.400  3.0 3d6f 1F     8.38 -3.60 -7.28K88  0 0 45-1.565 45 0.000  -23    0F3 -3z0    1083 1013     0
  116.0095 -1.074 21.01    4883.570  3.0 3d2 3F       91083.400  3.0 3d6f 1F     8.38 -3.60 -7.28K88  0 0 45-1.225 45 0.000  -23    0F3 -4z0    1083 1013     0
