
  266.8325 -0.610 63.01    1669.210  3.0 6s  a7S      39134.720  4.0 ?5d2 y7P    0.00  0.00  0.00CB   0 0153-0.706153-0.282  -50    0F4 -5z0       0    0     0
  266.8333 -0.610 63.01    1669.210  3.0 6s  a7S      39134.720  4.0 ?5d2 y7P    0.00  0.00  0.00CB   0 0153-2.468153-0.282   62    0F3 -2z0       0    0     0
  266.8333 -0.610 63.01    1669.210  3.0 6s  a7S      39134.720  4.0 ?5d2 y7P    0.00  0.00  0.00CB   0 0153-1.381153-0.282   62    0F3 -3z0       0    0     0
  266.8333 -0.610 63.01    1669.210  3.0 6s  a7S      39134.720  4.0 ?5d2 y7P    0.00  0.00  0.00CB   0 0153-0.837153-0.282   62    0F3 -4z0       0    0     0
  266.8339 -0.610 63.01    1669.210  3.0 6s  a7S      39134.720  4.0 ?5d2 y7P    0.00  0.00  0.00CB   0 0153-2.577153-0.282  149    0F2 -1z0       0    0     0
  266.8339 -0.610 63.01    1669.210  3.0 6s  a7S      39134.720  4.0 ?5d2 y7P    0.00  0.00  0.00CB   0 0153-1.440153-0.282  149    0F2 -2z0       0    0     0
  266.8339 -0.610 63.01    1669.210  3.0 6s  a7S      39134.720  4.0 ?5d2 y7P    0.00  0.00  0.00CB   0 0153-0.983153-0.282  149    0F2 -3z0       0    0     0
  266.8343 -0.610 63.01    1669.210  3.0 6s  a7S      39134.720  4.0 ?5d2 y7P    0.00  0.00  0.00CB   0 0153-1.623153-0.282  211    0F1 -1z0       0    0     0
  266.8343 -0.610 63.01    1669.210  3.0 6s  a7S      39134.720  4.0 ?5d2 y7P    0.00  0.00  0.00CB   0 0153-1.146153-0.282  211    0F1 -2z0       0    0     0
  266.8346 -0.610 63.01    1669.210  3.0 6s  a7S      39134.720  4.0 ?5d2 y7P    0.00  0.00  0.00CB   0 0153-1.322153-0.282  248    0F0 -1z0       0    0     0
  267.8266 -1.020 63.01    1669.210  3.0 6s  a7S      38995.520  4.0 127         0.00  0.00  0.00CB   0 0153-2.920153-0.282 -186    0F5 -4z0       0    0     0
  267.8266 -1.020 63.01    1669.210  3.0 6s  a7S      38995.520  4.0 127         0.00  0.00  0.00CB   0 0153-1.598153-0.282 -186    0F5 -5z0       0    0     0
  267.8266 -1.020 63.01    1669.210  3.0 6s  a7S      38995.520  4.0 127         0.00  0.00  0.00CB   0 0153-0.586153-0.282 -186    0F5 -6z0       0    0     0
  267.8276 -1.020 63.01    1669.210  3.0 6s  a7S      38995.520  4.0 127         0.00  0.00  0.00CB   0 0153-2.577153-0.282  -50    0F4 -3z0       0    0     0
  267.8276 -1.020 63.01    1669.210  3.0 6s  a7S      38995.520  4.0 127         0.00  0.00  0.00CB   0 0153-1.415153-0.282  -50    0F4 -4z0       0    0     0
  267.8276 -1.020 63.01    1669.210  3.0 6s  a7S      38995.520  4.0 127         0.00  0.00  0.00CB   0 0153-0.706153-0.282  -50    0F4 -5z0       0    0     0
  267.8284 -1.020 63.01    1669.210  3.0 6s  a7S      38995.520  4.0 127         0.00  0.00  0.00CB   0 0153-2.468153-0.282   62    0F3 -2z0       0    0     0
  267.8284 -1.020 63.01    1669.210  3.0 6s  a7S      38995.520  4.0 127         0.00  0.00  0.00CB   0 0153-1.381153-0.282   62    0F3 -3z0       0    0     0
  267.8284 -1.020 63.01    1669.210  3.0 6s  a7S      38995.520  4.0 127         0.00  0.00  0.00CB   0 0153-0.837153-0.282   62    0F3 -4z0       0    0     0
  267.8290 -1.020 63.01    1669.210  3.0 6s  a7S      38995.520  4.0 127         0.00  0.00  0.00CB   0 0153-2.577153-0.282  149    0F2 -1z0       0    0     0
  267.8290 -1.020 63.01    1669.210  3.0 6s  a7S      38995.520  4.0 127         0.00  0.00  0.00CB   0 0153-1.440153-0.282  149    0F2 -2z0       0    0     0
  267.8290 -1.020 63.01    1669.210  3.0 6s  a7S      38995.520  4.0 127         0.00  0.00  0.00CB   0 0153-0.983153-0.282  149    0F2 -3z0       0    0     0
  267.8295 -1.020 63.01    1669.210  3.0 6s  a7S      38995.520  4.0 127         0.00  0.00  0.00CB   0 0153-1.623153-0.282  211    0F1 -1z0       0    0     0
  267.8295 -1.020 63.01    1669.210  3.0 6s  a7S      38995.520  4.0 127         0.00  0.00  0.00CB   0 0153-1.146153-0.282  211    0F1 -2z0       0    0     0
  267.8297 -1.020 63.01    1669.210  3.0 6s  a7S      38995.520  4.0 127         0.00  0.00  0.00CB   0 0153-1.322153-0.282  248    0F0 -1z0       0    0     0
  268.5637 -1.240 63.01       0.000  4.0 6s  a9S      37223.780  4.0 5d2 x9P     0.00  0.00  0.00CB   0 0153-1.255153-0.282 -284    0F1 -1z0       0    0     0
  268.5637 -1.240 63.01       0.000  4.0 6s  a9S      37223.780  4.0 5d2 x9P     0.00  0.00  0.00CB   0 0153-1.732153-0.282 -284    0F1 -2z0       0    0     0
  268.5641 -1.240 63.01       0.000  4.0 6s  a9S      37223.780  4.0 5d2 x9P     0.00  0.00  0.00CB   0 0153-1.732153-0.282 -227    0F2 -1z0       0    0     0
  268.5641 -1.240 63.01       0.000  4.0 6s  a9S      37223.780  4.0 5d2 x9P     0.00  0.00  0.00CB   0 0153-1.197153-0.282 -227    0F2 -2z0       0    0     0
