id,MgI,e_MgI,n_MgI,err_MgI,KI,e_KI,n_KI,err_KI,CaI,e_CaI,n_CaI,err_CaI,ScII,e_ScII,n_ScII,err_ScII,CrI,e_CrI,n_CrI,err_CrI,MnI,e_MnI,n_MnI,err_MnI,NiI,e_NiI,n_NiI,err_NiI,ZnI,e_ZnI,n_ZnI,err_ZnI,YII,e_YII,n_YII,err_YII,ZrII,e_ZrII,n_ZrII,err_ZrII,BaII,e_BaII,n_BaII,err_BaII,LaII,e_LaII,n_LaII,err_LaII,CeII,e_CeII,n_CeII,err_CeII,NdII,e_NdII,n_NdII,err_NdII,SmII,e_SmII,n_SmII,err_SmII,EuII,e_EuII,n_EuII,err_EuII,DyII,e_DyII,n_DyII,err_DyII
HD222925,6.536,0.128,6,0.099,4.243,0.117,2,0.152,5.041,0.155,7,0.103,1.686,0.181,5,0.143,3.935,0.119,18,0.126,3.396,0.138,2,0.219,4.592,0.056,10,0.082,3.103,0.017,2,0.072,1.087,0.055,4,0.103,2.298,0.396,3,0.302,1.379,0.000,1,0.123,0.598,0.000,1,0.106,0.719,0.087,2,0.139,0.938,0.077,2,0.140,0.587,0.000,1,0.109,0.384,0.000,1,0.090,1.168,0.000,1,0.111
