id,NaI,e_NaI,n_NaI,err_NaI,MgI,e_MgI,n_MgI,err_MgI,SiI,e_SiI,n_SiI,err_SiI,KI,e_KI,n_KI,err_KI,CaI,e_CaI,n_CaI,err_CaI,ScII,e_ScII,n_ScII,err_ScII,TiI,e_TiI,n_TiI,err_TiI,TiII,e_TiII,n_TiII,err_TiII,VI,e_VI,n_VI,err_VI,CrI,e_CrI,n_CrI,err_CrI,CrII,e_CrII,n_CrII,err_CrII,MnI,e_MnI,n_MnI,err_MnI,FeI,e_FeI,n_FeI,err_FeI,FeII,e_FeII,n_FeII,err_FeII,CoI,e_CoI,n_CoI,err_CoI,NiI,e_NiI,n_NiI,err_NiI,ZnI,e_ZnI,n_ZnI,err_ZnI,YII,e_YII,n_YII,err_YII,ZrII,e_ZrII,n_ZrII,err_ZrII,BaII,e_BaII,n_BaII,err_BaII,LaII,e_LaII,n_LaII,err_LaII,CeII,e_CeII,n_CeII,err_CeII,SmII,e_SmII,n_SmII,err_SmII,EuII,e_EuII,n_EuII,err_EuII,DyII,e_DyII,n_DyII,err_DyII
HD222925,5.156,0.000,1,0.064,6.427,0.106,6,0.084,6.461,0.136,5,0.082,4.214,0.000,1,0.080,5.105,0.134,25,0.069,1.868,0.116,8,0.102,3.616,0.067,13,0.106,3.868,0.095,14,0.087,2.453,0.066,2,0.128,3.972,0.129,13,0.107,4.066,0.220,4,0.145,3.629,0.127,6,0.101,5.935,0.179,133,0.093,6.081,0.111,23,0.079,3.553,0.549,6,0.277,4.626,0.047,10,0.075,3.225,0.164,3,0.131,1.151,0.323,19,0.118,2.047,0.498,22,0.139,1.296,0.000,1,0.107,0.799,0.333,15,0.130,0.957,0.178,33,0.096,0.764,0.227,40,0.100,0.826,0.321,4,0.204,1.152,0.250,9,0.130
