id,teff,logg,feh_model,vt,feh,err_feh,feh1,err_feh1,nfe1,feh2,err_feh2,nfe2,slope_ep,err_slope_ep,slope_rew,err_slope_rew,err_teff,err_logg,err_feh_,err_vt
HD222925,5636,2.54,-1.5,2.2,5.84,0.137,5.819,0.13,121,5.953,0.124,22,-0.025296728827213788,0.01573347334557309,-0.07637118302023965,0.05215828600229818,118,0.21506269209125378,0.08975610732042812,0.10429608038686028
